sample,utc,unix_nanos,elapsed_s,rss_kib,hwm_kib,threads,fds,proc_ticks,host_ticks,stats_http,stats_curl_exit,stats_bytes,listen_overflows,listen_drops,tcp_abort_on_close,tcp_retrans
28,2026-08-04T03:53:43Z,1785815623911962178,28,4660,4660,4,19,304,1379406,200,0,376,0,0,3,21
29,2026-08-04T03:53:44Z,1785815624917238903,29,4660,4660,4,19,317,1380194,200,0,376,0,0,3,21
30,2026-08-04T03:53:45Z,1785815625921394331,30,4660,4660,4,19,330,1380980,200,0,376,0,0,3,21
31,2026-08-04T03:53:46Z,1785815626925689422,31,4660,4660,4,19,342,1381769,200,0,376,0,0,3,21
32,2026-08-04T03:53:47Z,1785815627929905016,32,4660,4660,4,19,353,1382556,200,0,376,0,0,3,21
33,2026-08-04T03:53:48Z,1785815628934285703,33,4660,4660,4,19,366,1383344,200,0,376,0,0,3,21
34,2026-08-04T03:53:49Z,1785815629938066468,34,4660,4660,4,19,377,1384134,200,0,376,0,0,3,21
35,2026-08-04T03:53:50Z,1785815630941548559,35,4660,4660,4,19,389,1384919,200,0,376,0,0,3,21
36,2026-08-04T03:53:51Z,1785815631945442384,36,4660,4660,4,19,401,1385709,200,0,376,0,0,3,21
37,2026-08-04T03:53:52Z,1785815632949267862,37,4660,4660,4,19,413,1386496,200,0,376,0,0,3,21
38,2026-08-04T03:53:53Z,1785815633952980191,38,4660,4660,4,19,425,1387285,200,0,376,0,0,3,21
39,2026-08-04T03:53:54Z,1785815634956867322,39,4660,4660,4,19,437,1388073,200,0,376,0,0,3,21
40,2026-08-04T03:53:55Z,1785815635960313077,40,4660,4660,4,19,449,1388861,200,0,376,0,0,3,21
41,2026-08-04T03:53:56Z,1785815636963981333,41,4656,4656,4,18,461,1389650,200,0,376,0,0,3,21
42,2026-08-04T03:53:57Z,1785815637967643165,42,4656,4656,4,18,472,1390439,200,0,376,0,0,3,21
43,2026-08-04T03:53:58Z,1785815638971014674,43,4656,4656,4,18,484,1391228,200,0,376,0,0,3,21
44,2026-08-04T03:53:59Z,1785815639975634319,44,4656,4656,4,18,496,1392018,200,0,376,0,0,3,21
45,2026-08-04T03:54:00Z,1785815640979350270,45,4656,4656,4,18,509,1392805,200,0,376,0,0,3,21
46,2026-08-04T03:54:01Z,1785815641983596256,46,4656,4656,4,18,521,1393595,200,0,376,0,0,3,21
47,2026-08-04T03:54:02Z,1785815642987847429,47,4656,4656,4,18,533,1394385,200,0,376,0,0,3,21
48,2026-08-04T03:54:03Z,1785815643991458426,48,4656,4656,4,18,544,1395171,200,0,376,0,0,3,21
49,2026-08-04T03:54:04Z,1785815644995252268,49,4656,4656,4,18,557,1395957,200,0,376,0,0,3,21
50,2026-08-04T03:54:05Z,1785815645999202621,50,4656,4656,4,18,569,1396745,200,0,376,0,0,3,21
51,2026-08-04T03:54:07Z,1785815647002408094,52,4656,4656,4,18,581,1397535,200,0,376,0,0,3,21
52,2026-08-04T03:54:08Z,1785815648006945218,53,4656,4656,4,18,592,1398322,200,0,376,0,0,3,21
53,2026-08-04T03:54:09Z,1785815649011169997,54,4656,4656,4,18,605,1399108,200,0,377,0,0,3,21
54,2026-08-04T03:54:10Z,1785815650015324034,55,4656,4656,4,18,616,1399896,200,0,377,0,0,3,21
55,2026-08-04T03:54:11Z,1785815651018908600,56,4656,4656,4,18,628,1400684,200,0,377,0,0,3,21
56,2026-08-04T03:54:12Z,1785815652022267183,57,4656,4656,4,18,640,1401474,200,0,377,0,0,3,21
57,2026-08-04T03:54:13Z,1785815653027004369,58,4656,4656,4,18,651,1402262,200,0,377,0,0,3,21
58,2026-08-04T03:54:14Z,1785815654030341202,59,4656,4656,4,18,663,1403050,200,0,377,0,0,3,21
59,2026-08-04T03:54:15Z,1785815655034557667,60,4656,4656,4,18,675,1403840,200,0,377,0,0,3,21
60,2026-08-04T03:54:16Z,1785815656038049776,61,4656,4656,4,18,687,1404624,200,0,377,0,0,3,21
61,2026-08-04T03:54:17Z,1785815657040917801,62,4656,4656,4,18,699,1405412,200,0,377,0,0,3,21
62,2026-08-04T03:54:18Z,1785815658045161033,63,4656,4656,4,18,711,1406201,200,0,377,0,0,3,21
63,2026-08-04T03:54:19Z,1785815659048339024,64,4656,4656,4,18,723,1406987,200,0,377,0,0,3,21
64,2026-08-04T03:54:20Z,1785815660052570976,65,4656,4656,4,18,735,1407776,200,0,377,0,0,3,21
65,2026-08-04T03:54:21Z,1785815661056381138,66,4656,4656,4,18,747,1408565,200,0,377,0,0,3,21
66,2026-08-04T03:54:22Z,1785815662061089484,67,4656,4656,4,18,759,1409353,200,0,378,0,0,3,21
67,2026-08-04T03:54:23Z,1785815663063864960,68,4656,4656,4,18,772,1410141,200,0,378,0,0,3,21
68,2026-08-04T03:54:24Z,1785815664067869157,69,4656,4656,4,18,783,1410930,200,0,378,0,0,3,21
69,2026-08-04T03:54:25Z,1785815665070528134,70,4656,4656,4,18,795,1411716,200,0,378,0,0,3,21
70,2026-08-04T03:54:26Z,1785815666075357363,71,4656,4656,4,18,807,1412506,200,0,378,0,0,3,21
71,2026-08-04T03:54:27Z,1785815667078932514,72,4656,4656,4,18,819,1413296,200,0,378,0,0,3,21
72,2026-08-04T03:54:28Z,1785815668082591213,73,4656,4656,4,18,830,1414083,200,0,378,0,0,3,21
73,2026-08-04T03:54:29Z,1785815669086384002,74,4656,4656,4,18,842,1414876,200,0,378,0,0,3,21
74,2026-08-04T03:54:30Z,1785815670090917553,75,4656,4656,4,18,854,1415666,200,0,378,0,0,3,21
75,2026-08-04T03:54:31Z,1785815671094237068,76,4656,4656,4,18,866,1416452,200,0,378,0,0,3,21
76,2026-08-04T03:54:32Z,1785815672098840510,77,4656,4656,4,18,878,1417240,200,0,378,0,0,3,21
77,2026-08-04T03:54:33Z,1785815673102015737,78,4656,4656,4,18,890,1418031,200,0,378,0,0,3,21
78,2026-08-04T03:54:34Z,1785815674106033122,79,4656,4656,4,18,902,1418817,200,0,378,0,0,3,21
79,2026-08-04T03:54:35Z,1785815675109705147,80,4656,4656,4,18,914,1419607,200,0,378,0,0,3,21
80,2026-08-04T03:54:36Z,1785815676114101265,81,4656,4656,4,18,926,1420397,200,0,378,0,0,3,21
81,2026-08-04T03:54:37Z,1785815677118454678,82,4656,4656,4,18,938,1421186,200,0,378,0,0,3,21
82,2026-08-04T03:54:38Z,1785815678121306474,83,4656,4656,4,18,950,1421974,200,0,378,0,0,3,21
83,2026-08-04T03:54:39Z,1785815679125309337,84,4656,4656,4,18,962,1422763,200,0,378,0,0,3,21
84,2026-08-04T03:54:40Z,1785815680129253935,85,4656,4656,4,18,973,1423556,200,0,378,0,0,3,21
85,2026-08-04T03:54:41Z,1785815681133135557,86,4656,4656,4,18,985,1424345,200,0,378,0,0,3,21
86,2026-08-04T03:54:42Z,1785815682137384311,87,4656,4656,4,18,997,1425134,200,0,378,0,0,3,21
87,2026-08-04T03:54:43Z,1785815683141399291,88,4656,4656,4,18,1010,1425921,200,0,378,0,0,3,21
88,2026-08-04T03:54:44Z,1785815684144999266,89,4656,4656,4,18,1021,1426712,200,0,378,0,0,3,21
89,2026-08-04T03:54:45Z,1785815685148635149,90,4656,4656,4,18,1033,1427500,200,0,378,0,0,3,21
90,2026-08-04T03:54:46Z,1785815686152747262,91,4656,4656,4,18,1046,1428285,200,0,378,0,0,3,21
91,2026-08-04T03:54:47Z,1785815687156633345,92,4656,4656,4,18,1058,1429077,200,0,378,0,0,3,21
92,2026-08-04T03:54:48Z,1785815688160359029,93,4656,4656,4,18,1070,1429864,200,0,378,0,0,3,21
93,2026-08-04T03:54:49Z,1785815689164855737,94,4656,4656,4,18,1082,1430656,200,0,378,0,0,3,21
94,2026-08-04T03:54:50Z,1785815690167727783,95,4656,4656,4,18,1094,1431446,200,0,378,0,0,3,21
95,2026-08-04T03:54:51Z,1785815691170844757,96,4656,4656,4,18,1106,1432234,200,0,378,0,0,3,21
96,2026-08-04T03:54:52Z,1785815692175639912,97,4656,4656,4,18,1118,1433022,200,0,378,0,0,3,21
97,2026-08-04T03:54:53Z,1785815693178460391,98,4656,4656,4,18,1130,1433811,200,0,378,0,0,3,21
98,2026-08-04T03:54:54Z,1785815694183791045,99,4656,4656,4,18,1142,1434603,200,0,379,0,0,3,21
99,2026-08-04T03:54:55Z,1785815695187260715,100,4656,4656,4,18,1154,1435392,200,0,379,0,0,3,21
100,2026-08-04T03:54:56Z,1785815696192202267,101,4656,4656,4,18,1166,1436182,200,0,379,0,0,3,21
101,2026-08-04T03:54:57Z,1785815697196399333,102,4656,4656,4,18,1179,1436972,200,0,379,0,0,3,21
102,2026-08-04T03:54:58Z,1785815698200009881,103,4656,4656,4,18,1190,1437761,200,0,379,0,0,3,21
103,2026-08-04T03:54:59Z,1785815699203151725,104,4656,4656,4,18,1202,1438549,200,0,379,0,0,3,21
104,2026-08-04T03:55:00Z,1785815700208912308,105,4656,4656,4,18,1213,1439340,200,0,379,0,0,3,21
105,2026-08-04T03:55:01Z,1785815701211991333,106,4656,4656,4,18,1226,1440128,200,0,379,0,0,3,21
106,2026-08-04T03:55:02Z,1785815702215667975,107,4656,4656,4,18,1238,1440915,200,0,379,0,0,3,21
107,2026-08-04T03:55:03Z,1785815703219039798,108,4656,4656,4,18,1250,1441704,200,0,379,0,0,3,21
108,2026-08-04T03:55:04Z,1785815704223472285,109,4656,4656,4,18,1262,1442491,200,0,379,0,0,3,21
109,2026-08-04T03:55:05Z,1785815705227182211,110,4656,4656,4,18,1274,1443280,200,0,379,0,0,3,21
110,2026-08-04T03:55:06Z,1785815706231288783,111,4656,4656,4,18,1286,1444067,200,0,379,0,0,3,21
111,2026-08-04T03:55:07Z,1785815707235777571,112,4656,4656,4,18,1299,1444856,200,0,379,0,0,3,21
112,2026-08-04T03:55:08Z,1785815708239218163,113,4656,4656,4,18,1311,1445641,200,0,379,0,0,3,21
113,2026-08-04T03:55:09Z,1785815709241938036,114,4656,4656,4,18,1323,1446430,200,0,379,0,0,3,21
114,2026-08-04T03:55:10Z,1785815710245442293,115,4656,4656,4,18,1334,1447222,200,0,379,0,0,3,21
115,2026-08-04T03:55:11Z,1785815711248979947,116,4656,4656,4,18,1346,1448011,200,0,379,0,0,3,21
116,2026-08-04T03:55:12Z,1785815712252327968,117,4656,4656,4,18,1357,1448800,200,0,379,0,0,3,21
117,2026-08-04T03:55:13Z,1785815713255809472,118,4656,4656,4,18,1370,1449588,200,0,379,0,0,3,21
118,2026-08-04T03:55:14Z,1785815714259218244,119,4656,4656,4,18,1382,1450376,200,0,379,0,0,3,21
119,2026-08-04T03:55:15Z,1785815715263778392,120,4656,4656,4,18,1394,1451165,200,0,379,0,0,3,21
120,2026-08-04T03:55:16Z,1785815716266816619,121,4652,4652,4,17,1405,1451952,200,0,379,0,0,3,21
121,2026-08-04T03:55:17Z,1785815717270071416,122,4652,4652,4,17,1417,1452742,200,0,379,0,0,3,21
122,2026-08-04T03:55:18Z,1785815718274081651,123,4616,4616,4,13,1424,1453538,200,0,379,0,0,3,21
123,2026-08-04T03:55:19Z,1785815719276857755,124,4612,4612,4,12,1430,1454337,200,0,379,0,0,3,21
124,2026-08-04T03:55:20Z,1785815720280613265,125,4284,4284,4,10,1430,1455138,200,0,379,0,0,3,21
125,2026-08-04T03:55:21Z,1785815721284536978,126,4284,4284,4,10,1430,1455943,200,0,379,0,0,3,21
126,2026-08-04T03:55:22Z,1785815722288383846,127,4284,4284,4,10,1430,1456744,200,0,379,0,0,3,21
127,2026-08-04T03:55:23Z,1785815723292128981,128,4284,4284,4,10,1430,1457546,200,0,379,0,0,3,21
128,2026-08-04T03:55:24Z,1785815724295951299,129,4284,4284,4,10,1430,1458349,200,0,379,0,0,3,21
129,2026-08-04T03:55:25Z,1785815725299837226,130,4284,4284,4,10,1430,1459151,200,0,379,0,0,3,21
130,2026-08-04T03:55:26Z,1785815726303824972,131,4288,4288,4,11,1431,1459951,200,0,379,0,0,3,21
131,2026-08-04T03:55:27Z,1785815727308310502,132,4296,4296,4,13,1434,1460748,200,0,379,0,0,3,21
132,2026-08-04T03:55:28Z,1785815728312617731,133,4320,4320,4,14,1439,1461541,200,0,379,0,0,3,21
133,2026-08-04T03:55:29Z,1785815729316596795,134,4324,4324,4,15,1450,1462328,200,0,379,0,0,3,21
134,2026-08-04T03:55:30Z,1785815730320762142,135,4648,4648,4,16,1463,1463117,200,0,379,0,0,3,21
135,2026-08-04T03:55:31Z,1785815731325294595,136,4660,4660,4,19,1475,1463906,200,0,379,0,0,3,22
136,2026-08-04T03:55:32Z,1785815732328091852,137,4660,4660,4,19,1488,1464696,200,0,379,0,0,3,23
137,2026-08-04T03:55:33Z,1785815733331254535,138,4660,4660,4,19,1499,1465485,200,0,379,0,0,3,23
138,2026-08-04T03:55:34Z,1785815734335934862,139,4660,4660,4,19,1511,1466278,200,0,379,0,0,3,23
139,2026-08-04T03:55:35Z,1785815735339625185,140,4660,4660,4,19,1524,1467067,200,0,379,0,0,3,24
140,2026-08-04T03:55:36Z,1785815736343233095,141,4660,4660,4,19,1535,1467858,200,0,379,0,0,3,24
141,2026-08-04T03:55:37Z,1785815737347265466,142,4660,4660,4,19,1548,1468651,200,0,379,0,0,3,25
142,2026-08-04T03:55:38Z,1785815738350411938,143,4660,4660,4,19,1559,1469443,200,0,379,0,0,3,26
143,2026-08-04T03:55:39Z,1785815739355053836,144,4660,4660,4,19,1571,1470236,200,0,379,0,0,3,26
144,2026-08-04T03:55:40Z,1785815740358546604,145,4660,4660,4,19,1583,1471026,200,0,379,0,0,3,27
145,2026-08-04T03:55:41Z,1785815741361704623,146,4660,4660,4,19,1595,1471815,200,0,379,0,0,3,28
146,2026-08-04T03:55:42Z,1785815742366057216,147,4660,4660,4,19,1607,1472604,200,0,379,0,0,3,29
147,2026-08-04T03:55:43Z,1785815743369702505,148,4660,4660,4,19,1620,1473396,200,0,379,0,0,3,29
148,2026-08-04T03:55:44Z,1785815744373400434,149,4660,4660,4,19,1632,1474189,200,0,379,0,0,3,30
149,2026-08-04T03:55:45Z,1785815745377416228,150,4660,4660,4,19,1644,1474980,200,0,379,0,0,3,31
150,2026-08-04T03:55:46Z,1785815746380835566,151,4660,4660,4,19,1656,1475769,200,0,379,0,0,3,32
151,2026-08-04T03:55:47Z,1785815747384703243,152,4660,4660,4,19,1669,1476558,200,0,379,0,0,3,34
152,2026-08-04T03:55:48Z,1785815748388343466,153,4660,4660,4,19,1680,1477348,200,0,379,0,0,3,35
153,2026-08-04T03:55:49Z,1785815749391357295,154,4660,4660,4,19,1692,1478140,200,0,379,0,0,3,36
154,2026-08-04T03:55:50Z,1785815750395956717,155,4660,4660,4,19,1704,1478931,200,0,379,0,0,3,37
155,2026-08-04T03:55:51Z,1785815751400055237,156,4660,4660,4,19,1716,1479719,200,0,379,0,0,3,37
156,2026-08-04T03:55:52Z,1785815752403155714,157,4660,4660,4,19,1728,1480505,200,0,379,0,0,3,37
157,2026-08-04T03:55:53Z,1785815753406831790,158,4660,4660,4,19,1741,1481298,200,0,379,0,0,3,37
158,2026-08-04T03:55:54Z,1785815754410582789,159,4660,4660,4,19,1752,1482089,200,0,379,0,0,3,37
159,2026-08-04T03:55:55Z,1785815755413919919,160,4660,4660,4,19,1765,1482876,200,0,379,0,0,3,38
160,2026-08-04T03:55:56Z,1785815756417187463,161,4660,4660,4,19,1777,1483663,200,0,379,0,0,3,39
161,2026-08-04T03:55:57Z,1785815757421668669,162,4660,4660,4,19,1789,1484455,200,0,379,0,0,3,39
162,2026-08-04T03:55:58Z,1785815758424998767,163,4660,4660,4,19,1801,1485244,200,0,379,0,0,3,39
163,2026-08-04T03:55:59Z,1785815759428225854,164,4660,4660,4,19,1813,1486033,200,0,379,0,0,3,39
164,2026-08-04T03:56:00Z,1785815760433473380,165,4660,4660,4,19,1825,1486824,200,0,379,0,0,3,39
165,2026-08-04T03:56:01Z,1785815761436504620,166,4660,4660,4,19,1837,1487616,200,0,379,0,0,3,39
166,2026-08-04T03:56:02Z,1785815762440409937,167,4660,4660,4,19,1849,1488404,200,0,379,0,0,3,39
167,2026-08-04T03:56:03Z,1785815763444501896,168,4660,4660,4,19,1862,1489197,200,0,379,0,0,3,39
168,2026-08-04T03:56:04Z,1785815764448488207,169,4660,4660,4,19,1874,1489988,200,0,379,0,0,3,39
169,2026-08-04T03:56:05Z,1785815765452287642,170,4660,4660,4,19,1886,1490777,200,0,379,0,0,3,39
170,2026-08-04T03:56:06Z,1785815766456705066,171,4660,4660,4,19,1898,1491567,200,0,379,0,0,3,39
171,2026-08-04T03:56:07Z,1785815767459048831,172,4660,4660,4,19,1910,1492355,200,0,379,0,0,3,39
172,2026-08-04T03:56:08Z,1785815768462744003,173,4660,4660,4,19,1922,1493144,200,0,379,0,0,3,39
173,2026-08-04T03:56:09Z,1785815769466352562,174,4660,4660,4,19,1934,1493933,200,0,379,0,0,3,39
174,2026-08-04T03:56:10Z,1785815770470097636,175,4660,4660,4,19,1946,1494722,200,0,379,0,0,3,39
175,2026-08-04T03:56:11Z,1785815771473327889,176,4660,4660,4,19,1958,1495514,200,0,379,0,0,3,39
176,2026-08-04T03:56:12Z,1785815772478116875,177,4660,4660,4,19,1970,1496305,200,0,379,0,0,3,39
177,2026-08-04T03:56:13Z,1785815773482398278,178,4660,4660,4,19,1982,1497095,200,0,379,0,0,3,39
178,2026-08-04T03:56:14Z,1785815774486720601,179,4660,4660,4,19,1994,1497887,200,0,379,0,0,3,39
179,2026-08-04T03:56:15Z,1785815775491078654,180,4660,4660,4,19,2006,1498676,200,0,379,0,0,3,39
180,2026-08-04T03:56:16Z,1785815776494492637,181,4660,4660,4,19,2019,1499468,200,0,379,0,0,3,39
181,2026-08-04T03:56:17Z,1785815777498127126,182,4660,4660,4,19,2031,1500257,200,0,379,0,0,3,39
182,2026-08-04T03:56:18Z,1785815778501587781,183,4660,4660,4,19,2042,1501050,200,0,379,0,0,3,39
183,2026-08-04T03:56:19Z,1785815779505517858,184,4660,4660,4,19,2055,1501839,200,0,379,0,0,3,39
184,2026-08-04T03:56:20Z,1785815780509408047,185,4660,4660,4,19,2067,1502628,200,0,379,0,0,3,39
185,2026-08-04T03:56:21Z,1785815781513072822,186,4660,4660,4,19,2078,1503417,200,0,379,0,0,3,39
186,2026-08-04T03:56:22Z,1785815782516684015,187,4660,4660,4,19,2091,1504210,200,0,379,0,0,3,39
187,2026-08-04T03:56:23Z,1785815783520905061,188,4660,4660,4,19,2103,1505000,200,0,379,0,0,3,39
188,2026-08-04T03:56:24Z,1785815784525203528,189,4660,4660,4,19,2114,1505792,200,0,379,0,0,3,39
189,2026-08-04T03:56:25Z,1785815785528700426,190,4660,4660,4,19,2127,1506584,200,0,379,0,0,3,39
190,2026-08-04T03:56:26Z,1785815786532188295,191,4660,4660,4,19,2139,1507375,200,0,379,0,0,3,39
191,2026-08-04T03:56:27Z,1785815787535768235,192,4656,4656,4,18,2151,1508164,200,0,379,0,0,3,39
192,2026-08-04T03:56:28Z,1785815788539548776,193,4656,4656,4,18,2164,1508957,200,0,379,0,0,3,39
193,2026-08-04T03:56:29Z,1785815789543761110,194,4656,4656,4,18,2176,1509748,200,0,379,0,0,3,39
194,2026-08-04T03:56:30Z,1785815790547401242,195,4656,4656,4,18,2187,1510539,200,0,379,0,0,3,39
195,2026-08-04T03:56:31Z,1785815791551102049,196,4656,4656,4,18,2200,1511329,200,0,379,0,0,3,39
196,2026-08-04T03:56:32Z,1785815792555065464,197,4656,4656,4,18,2212,1512121,200,0,379,0,0,3,39
197,2026-08-04T03:56:33Z,1785815793558408654,198,4656,4656,4,18,2224,1512912,200,0,379,0,0,3,39
198,2026-08-04T03:56:34Z,1785815794561727369,199,4656,4656,4,18,2235,1513702,200,0,379,0,0,3,39
199,2026-08-04T03:56:35Z,1785815795565587640,200,4656,4656,4,18,2248,1514493,200,0,379,0,0,3,39
200,2026-08-04T03:56:36Z,1785815796569206276,201,4656,4656,4,18,2260,1515282,200,0,379,0,0,3,39
201,2026-08-04T03:56:37Z,1785815797573520339,202,4656,4656,4,18,2272,1516071,200,0,379,0,0,3,39
202,2026-08-04T03:56:38Z,1785815798577246092,203,4656,4656,4,18,2284,1516865,200,0,379,0,0,3,39
203,2026-08-04T03:56:39Z,1785815799581158830,204,4656,4656,4,18,2296,1517654,200,0,379,0,0,3,39
204,2026-08-04T03:56:40Z,1785815800585466647,205,4656,4656,4,18,2308,1518445,200,0,379,0,0,3,39
205,2026-08-04T03:56:41Z,1785815801588986190,206,4656,4656,4,18,2321,1519235,200,0,379,0,0,3,39
206,2026-08-04T03:56:42Z,1785815802593720517,207,4656,4656,4,18,2332,1520029,200,0,379,0,0,3,39
207,2026-08-04T03:56:43Z,1785815803597719834,208,4656,4656,4,18,2344,1520818,200,0,379,0,0,3,39
208,2026-08-04T03:56:44Z,1785815804601544033,209,4656,4656,4,18,2356,1521608,200,0,379,0,0,3,39
209,2026-08-04T03:56:45Z,1785815805605024821,210,4656,4656,4,18,2368,1522397,200,0,379,0,0,3,39
210,2026-08-04T03:56:46Z,1785815806609158388,211,4656,4656,4,18,2380,1523189,200,0,379,0,0,3,39
211,2026-08-04T03:56:47Z,1785815807613960441,212,4656,4656,4,18,2392,1523980,200,0,379,0,0,3,39
212,2026-08-04T03:56:48Z,1785815808617406258,213,4656,4656,4,18,2404,1524769,200,0,379,0,0,3,39
213,2026-08-04T03:56:49Z,1785815809621470061,214,4656,4656,4,18,2416,1525559,200,0,379,0,0,3,39
214,2026-08-04T03:56:50Z,1785815810624935796,215,4656,4656,4,18,2428,1526352,200,0,379,0,0,3,39
215,2026-08-04T03:56:51Z,1785815811628284613,216,4656,4656,4,18,2439,1527144,200,0,379,0,0,3,39
216,2026-08-04T03:56:52Z,1785815812631896965,217,4656,4656,4,18,2450,1527935,200,0,379,0,0,3,39
217,2026-08-04T03:56:53Z,1785815813635265420,218,4656,4656,4,18,2463,1528727,200,0,379,0,0,3,39
218,2026-08-04T03:56:54Z,1785815814638964343,219,4656,4656,4,18,2474,1529519,200,0,379,0,0,3,39
219,2026-08-04T03:56:55Z,1785815815643272085,220,4656,4656,4,18,2486,1530306,200,0,379,0,0,3,39
220,2026-08-04T03:56:56Z,1785815816647913872,221,4656,4656,4,18,2498,1531101,200,0,379,0,0,3,39
221,2026-08-04T03:56:57Z,1785815817651624006,222,4656,4656,4,18,2510,1531894,200,0,379,0,0,3,39
222,2026-08-04T03:56:58Z,1785815818655355733,223,4656,4656,4,18,2522,1532687,200,0,379,0,0,3,39
223,2026-08-04T03:56:59Z,1785815819659892103,224,4656,4656,4,18,2534,1533474,200,0,379,0,0,3,39
224,2026-08-04T03:57:00Z,1785815820663195032,225,4656,4656,4,18,2546,1534265,200,0,379,0,0,3,39
225,2026-08-04T03:57:01Z,1785815821667847543,226,4656,4656,4,18,2559,1535052,200,0,379,0,0,3,39
226,2026-08-04T03:57:02Z,1785815822671288989,227,4656,4656,4,18,2571,1535840,200,0,379,0,0,3,39
227,2026-08-04T03:57:03Z,1785815823674261485,228,4656,4656,4,18,2583,1536630,200,0,379,0,0,3,39
228,2026-08-04T03:57:04Z,1785815824677972037,229,4656,4656,4,18,2595,1537418,200,0,379,0,0,3,39
229,2026-08-04T03:57:05Z,1785815825681853803,230,4656,4656,4,18,2607,1538209,200,0,379,0,0,3,39
230,2026-08-04T03:57:06Z,1785815826685484153,231,4656,4656,4,18,2619,1538999,200,0,379,0,0,3,39
231,2026-08-04T03:57:07Z,1785815827689065076,232,4656,4656,4,18,2631,1539791,200,0,379,0,0,3,39
232,2026-08-04T03:57:08Z,1785815828692908766,233,4656,4656,4,18,2643,1540582,200,0,379,0,0,3,39
233,2026-08-04T03:57:09Z,1785815829696350067,234,4656,4656,4,18,2654,1541374,200,0,379,0,0,3,39
234,2026-08-04T03:57:10Z,1785815830699799971,235,4656,4656,4,18,2667,1542166,200,0,379,0,0,3,39
235,2026-08-04T03:57:11Z,1785815831703768606,236,4656,4656,4,18,2678,1542957,200,0,379,0,0,3,39
236,2026-08-04T03:57:12Z,1785815832707695146,237,4656,4656,4,18,2690,1543745,200,0,379,0,0,3,39
237,2026-08-04T03:57:13Z,1785815833712176580,238,4656,4656,4,18,2703,1544537,200,0,379,0,0,3,39
238,2026-08-04T03:57:14Z,1785815834715428984,239,4656,4656,4,18,2715,1545324,200,0,379,0,0,3,39
